Frequency (Hz)	Level (dB)
20634.521484	-102.462669
20635.253906	-102.295403
20635.986328	-102.432198
20636.718750	-102.288841
20637.451172	-102.374191
20638.183594	-102.217712
20638.916016	-102.431984
20639.648438	-102.263023
20640.380859	-102.346252
20641.113281	-102.334785
20641.845703	-102.374786
20642.578125	-102.293602
20643.310547	-102.388397
20644.042969	-102.223953
20644.775391	-102.310234
20645.507812	-102.406616
20646.240234	-102.347008
20646.972656	-102.403091
20647.705078	-102.416161
20648.437500	-102.367004
20649.169922	-102.401360
20649.902344	-102.496872
20650.634766	-102.282516
20651.367188	-102.430695
20652.099609	-102.347473
20652.832031	-102.374413
20653.564453	-102.397789
20654.296875	-102.460197
20655.029297	-102.355286
20655.761719	-102.466423
20656.494141	-102.334198
20657.226562	-102.440781
20657.958984	-102.405365
20658.691406	-102.333229
20659.423828	-102.401451
20660.156250	-102.334122
20660.888672	-102.308304
20661.621094	-102.327271
20662.353516	-102.363556
20663.085938	-102.361259
20663.818359	-102.361160
20664.550781	-102.313232
20665.283203	-102.380173
20666.015625	-102.281052
20666.748047	-102.390533
20667.480469	-102.282547
20668.212891	-102.410217
20668.945312	-102.313690
20669.677734	-102.322609
20670.410156	-102.396385
20671.142578	-102.339798
20671.875000	-102.399559
20672.607422	-102.398148
20673.339844	-102.461372
20674.072266	-102.341278
20674.804688	-102.398552
20675.537109	-102.355247
20676.269531	-102.372414
20677.001953	-102.397896
20677.734375	-102.470261
20678.466797	-102.377380
20679.199219	-102.537369
20679.931641	-102.267296
20680.664062	-102.444717
20681.396484	-102.297272
20682.128906	-102.394051
20682.861328	-102.385132
20683.593750	-102.489098
20684.326172	-102.338287
20685.058594	-102.396355
20685.791016	-102.417847
20686.523438	-102.336075
20687.255859	-102.397957
20687.988281	-102.306732
20688.720703	-102.337029
20689.453125	-102.270409
20690.185547	-102.348526
20690.917969	-102.222763
20691.650391	-102.446671
20692.382812	-102.297752
20693.115234	-102.319603
20693.847656	-102.354980
20694.580078	-102.327560
20695.312500	-102.304848
20696.044922	-102.333771
20696.777344	-102.393799
20697.509766	-102.407257
20698.242188	-102.487167
20698.974609	-102.349335
20699.707031	-102.399887
20700.439453	-102.299377
20701.171875	-102.398087
20701.904297	-102.401268
20702.636719	-102.423302
20703.369141	-102.394638
20704.101562	-102.471481
20704.833984	-102.337502
20705.566406	-102.454422
20706.298828	-102.326218
20707.031250	-102.374184
20707.763672	-102.382500
20708.496094	-102.422966
20709.228516	-102.450249
20709.960938	-102.353371
20710.693359	-102.365822
20711.425781	-102.341438
20712.158203	-102.373154
20712.890625	-102.324913
20713.623047	-102.340782
20714.355469	-102.298668
20715.087891	-102.378189
20715.820312	-102.288445
20716.552734	-102.348175
20717.285156	-102.275406
20718.017578	-102.371254
20718.750000	-102.309410
20719.482422	-102.459106
20720.214844	-102.377296
20720.947266	-102.423264
20721.679688	-102.343460
20722.412109	-102.368881
20723.144531	-102.334320
20723.876953	-102.252708
20724.609375	-102.366745
20725.341797	-102.313301
20726.074219	-102.508736
20726.806641	-102.335571
20727.539062	-102.437248
20728.271484	-102.357666
20729.003906	-102.357620
20729.736328	-102.367622
20730.468750	-102.426277
20731.201172	-102.307312
20731.933594	-102.412865
20732.666016	-102.467293
20733.398438	-102.402069
20734.130859	-102.389549
20734.863281	-102.492912
20735.595703	-102.463570
20736.328125	-102.329720
20737.060547	-102.416603
20737.792969	-102.334625
20738.525391	-102.328430
20739.257812	-102.326775
20739.990234	-102.394890
20740.722656	-102.316093
20741.455078	-102.453644
20742.187500	-102.209023
20742.919922	-102.365211
20743.652344	-102.378960
20744.384766	-102.317360
20745.117188	-102.333183
20745.849609	-102.378578
20746.582031	-102.405243
20747.314453	-102.357491
20748.046875	-102.473724
20748.779297	-102.365570
20749.511719	-102.455048
20750.244141	-102.322342
20750.976562	-102.326019
20751.708984	-102.389221
20752.441406	-102.416733
20753.173828	-102.398308
20753.906250	-102.515366
20754.638672	-102.347336
20755.371094	-102.419029
20756.103516	-102.380829
20756.835938	-102.351166
20757.568359	-102.414223
20758.300781	-102.396278
20759.033203	-102.360939
20759.765625	-102.380035
20760.498047	-102.403526
20761.230469	-102.358353
20761.962891	-102.367447
20762.695312	-102.370773
20763.427734	-102.362160
20764.160156	-102.346313
20764.892578	-102.476990
20765.625000	-102.355026
20766.357422	-102.436302
20767.089844	-102.329025
20767.822266	-102.313248
20768.554688	-102.353737
20769.287109	-102.351204
20770.019531	-102.373924
20770.751953	-102.405472
20771.484375	-102.365509
20772.216797	-102.357544
20772.949219	-102.462761
20773.681641	-102.412933
20774.414062	-102.394196
20775.146484	-102.366570
20775.878906	-102.381340
20776.611328	-102.456970
20777.343750	-102.420296
20778.076172	-102.384521
20778.808594	-102.437042
20779.541016	-102.447906
20780.273438	-102.362694
20781.005859	-102.410515
20781.738281	-102.336800
20782.470703	-102.341263
20783.203125	-102.447395
20783.935547	-102.425064
20784.667969	-102.364815
20785.400391	-102.438232
20786.132812	-102.365265
20786.865234	-102.451141
20787.597656	-102.458763
20788.330078	-102.325111
20789.062500	-102.342155
20789.794922	-102.444122
20790.527344	-102.413261
20791.259766	-102.437943
20791.992188	-102.370506
20792.724609	-102.373322
20793.457031	-102.339027
20794.189453	-102.355003
20794.921875	-102.376442
20795.654297	-102.305687
20796.386719	-102.399101
20797.119141	-102.396652
20797.851562	-102.442734
20798.583984	-102.385811
20799.316406	-102.498093
20800.048828	-102.358383
20800.781250	-102.476837
20801.513672	-102.366127
20802.246094	-102.410706
20802.978516	-102.370804
20803.710938	-102.389938
20804.443359	-102.420502
20805.175781	-102.473015
20805.908203	-102.378273
20806.640625	-102.407219
20807.373047	-102.432724
20808.105469	-102.361526
20808.837891	-102.451469
20809.570312	-102.401932
20810.302734	-102.392525
20811.035156	-102.355476
20811.767578	-102.436417
20812.500000	-102.454094
20813.232422	-102.391350
20813.964844	-102.322403
20814.697266	-102.425735
20815.429688	-102.301262
20816.162109	-102.430992
20816.894531	-102.300804
20817.626953	-102.284477
20818.359375	-102.355438
20819.091797	-102.382309
20819.824219	-102.400620
20820.556641	-102.428238
20821.289062	-102.367256
20822.021484	-102.313919
20822.753906	-102.383102
20823.486328	-102.400032
20824.218750	-102.465530
20824.951172	-102.350433
20825.683594	-102.450867
20826.416016	-102.446480
20827.148438	-102.427277
20827.880859	-102.420197
20828.613281	-102.486038
20829.345703	-102.337929
20830.078125	-102.347763
20830.810547	-102.460068
20831.542969	-102.413864
20832.275391	-102.391609
20833.007812	-102.348969
20833.740234	-102.411003
20834.472656	-102.371498
20835.205078	-102.461128
20835.937500	-102.319321
20836.669922	-102.393379
20837.402344	-102.340256
20838.134766	-102.369370
20838.867188	-102.384346
20839.599609	-102.431374
20840.332031	-102.311470
20841.064453	-102.383064
20841.796875	-102.403435
20842.529297	-102.407883
20843.261719	-102.243866
20843.994141	-102.295563
20844.726562	-102.298439
20845.458984	-102.351212
20846.191406	-102.426292
20846.923828	-102.337608
20847.656250	-102.510307
20848.388672	-102.352486
20849.121094	-102.359505
20849.853516	-102.424843
20850.585938	-102.373055
20851.318359	-102.374840
20852.050781	-102.461502
20852.783203	-102.399452
20853.515625	-102.494568
20854.248047	-102.446770
20854.980469	-102.443245
20855.712891	-102.469849
20856.445312	-102.375031
20857.177734	-102.423302
20857.910156	-102.399628
20858.642578	-102.441994
20859.375000	-102.346970
20860.107422	-102.491486
20860.839844	-102.397781
20861.572266	-102.384491
20862.304688	-102.316269
20863.037109	-102.434357
20863.769531	-102.321999
20864.501953	-102.440750
20865.234375	-102.337723
20865.966797	-102.354805
20866.699219	-102.397858
20867.431641	-102.375206
20868.164062	-102.324745
20868.896484	-102.377075
20869.628906	-102.367035
20870.361328	-102.402252
20871.093750	-102.416931
20871.826172	-102.300903
20872.558594	-102.418816
20873.291016	-102.410347
20874.023438	-102.387825
20874.755859	-102.417587
20875.488281	-102.427734
20876.220703	-102.371155
20876.953125	-102.493004
20877.685547	-102.419838
20878.417969	-102.471100
20879.150391	-102.397842
20879.882812	-102.399445
20880.615234	-102.376617
20881.347656	-102.424614
20882.080078	-102.484329
20882.812500	-102.425201
20883.544922	-102.454552
20884.277344	-102.400955
20885.009766	-102.465355
20885.742188	-102.465225
20886.474609	-102.388168
20887.207031	-102.340034
20887.939453	-102.422089
20888.671875	-102.405861
20889.404297	-102.361763
20890.136719	-102.411545
20890.869141	-102.410683
20891.601562	-102.373291
20892.333984	-102.397369
20893.066406	-102.336372
20893.798828	-102.462227
20894.531250	-102.456093
20895.263672	-102.333885
20895.996094	-102.407173
20896.728516	-102.390503
20897.460938	-102.359001
20898.193359	-102.443733
20898.925781	-102.434441
20899.658203	-102.360054
20900.390625	-102.392021
20901.123047	-102.341049
20901.855469	-102.485413
20902.587891	-102.414291
20903.320312	-102.501785
20904.052734	-102.434357
20904.785156	-102.449234
20905.517578	-102.365555
20906.250000	-102.432968
20906.982422	-102.411324
20907.714844	-102.435341
20908.447266	-102.421219
20909.179688	-102.346268
20909.912109	-102.418602
20910.644531	-102.441757
20911.376953	-102.503380
20912.109375	-102.363029
20912.841797	-102.450836
20913.574219	-102.455765
20914.306641	-102.404030
20915.039062	-102.356720
20915.771484	-102.405754
20916.503906	-102.450943
20917.236328	-102.353622
20917.968750	-102.315292
20918.701172	-102.466911
20919.433594	-102.348503
20920.166016	-102.382179
20920.898438	-102.301109
20921.630859	-102.469666
20922.363281	-102.386269
20923.095703	-102.324280
20923.828125	-102.443237
20924.560547	-102.411011
20925.292969	-102.371704
20926.025391	-102.440460
20926.757812	-102.453209
20927.490234	-102.465652
20928.222656	-102.531769
20928.955078	-102.423050
20929.687500	-102.431725
20930.419922	-102.337112
20931.152344	-102.432159
20931.884766	-102.455353
20932.617188	-102.486313
20933.349609	-102.326660
20934.082031	-102.458763
20934.814453	-102.408394
20935.546875	-102.377777
20936.279297	-102.429054
20937.011719	-102.317932
20937.744141	-102.448730
20938.476562	-102.322601
20939.208984	-102.403282
20939.941406	-102.444916
20940.673828	-102.494766
20941.406250	-102.338699
20942.138672	-102.460861
20942.871094	-102.382927
20943.603516	-102.239120
20944.335938	-102.275093
20945.068359	-102.363289
20945.800781	-102.352608
20946.533203	-102.429337
20947.265625	-102.349495
20947.998047	-102.505821
20948.730469	-102.450447
20949.462891	-102.348747
20950.195312	-102.470093
20950.927734	-102.316452
20951.660156	-102.415359
20952.392578	-102.393829
20953.125000	-102.493622
20953.857422	-102.397507
20954.589844	-102.501984
20955.322266	-102.318993
20956.054688	-102.503242
20956.787109	-102.353546
20957.519531	-102.419968
20958.251953	-102.428101
20958.984375	-102.435921
20959.716797	-102.413612
20960.449219	-102.373833
20961.181641	-102.449356
20961.914062	-102.441254
20962.646484	-102.386261
20963.378906	-102.444832
20964.111328	-102.404518
20964.843750	-102.372849
20965.576172	-102.419899
20966.308594	-102.346825
20967.041016	-102.427544
20967.773438	-102.289299
20968.505859	-102.395752
20969.238281	-102.393547
20969.970703	-102.421806
20970.703125	-102.323677
20971.435547	-102.464531
20972.167969	-102.308510
20972.900391	-102.362267
20973.632812	-102.315117
20974.365234	-102.417641
20975.097656	-102.444534
20975.830078	-102.418114
20976.562500	-102.387184
20977.294922	-102.496918
20978.027344	-102.421867
20978.759766	-102.305931
20979.492188	-102.458290
20980.224609	-102.336327
20980.957031	-102.395554
20981.689453	-102.485657
20982.421875	-102.516052
20983.154297	-102.422989
20983.886719	-102.529770
20984.619141	-102.353134
20985.351562	-102.371979
20986.083984	-102.403664
20986.816406	-102.441147
20987.548828	-102.411285
20988.281250	-102.476837
20989.013672	-102.431915
20989.746094	-102.331779
20990.478516	-102.448593
20991.210938	-102.390511
20991.943359	-102.378075
20992.675781	-102.384048
20993.408203	-102.347481
20994.140625	-102.327606
20994.873047	-102.418747
20995.605469	-102.345535
20996.337891	-102.415070
20997.070312	-102.376984
20997.802734	-102.447052
20998.535156	-102.437836
20999.267578	-102.363060
21000.000000	-102.230301
21000.732422	-102.449409
21001.464844	-102.412460
21002.197266	-102.407211
21002.929688	-102.377396
21003.662109	-102.415092
21004.394531	-102.477005
21005.126953	-102.393532
21005.859375	-102.457115
21006.591797	-102.376389
21007.324219	-102.495049
21008.056641	-102.454170
21008.789062	-102.467751
21009.521484	-102.462624
21010.253906	-102.486046
21010.986328	-102.378860
21011.718750	-102.438492
21012.451172	-102.443031
21013.183594	-102.455513
21013.916016	-102.460617
21014.648438	-102.394440
21015.380859	-102.405846
21016.113281	-102.410851
21016.845703	-102.402924
21017.578125	-102.366043
21018.310547	-102.376228
21019.042969	-102.369095
21019.775391	-102.462463
21020.507812	-102.368713
21021.240234	-102.381485
21021.972656	-102.353371
21022.705078	-102.356659
21023.437500	-102.316414
21024.169922	-102.400528
21024.902344	-102.250412
21025.634766	-102.378777
21026.367188	-102.432968
21027.099609	-102.422844
21027.832031	-102.430534
21028.564453	-102.416214
21029.296875	-102.425407
21030.029297	-102.331718
21030.761719	-102.409744
21031.494141	-102.339417
21032.226562	-102.328339
21032.958984	-102.466965
21033.691406	-102.459152
21034.423828	-102.428795
21035.156250	-102.535263
21035.888672	-102.393692
21036.621094	-102.359474
21037.353516	-102.362617
21038.085938	-102.412346
21038.818359	-102.373749
21039.550781	-102.429222
21040.283203	-102.429161
21041.015625	-102.388763
21041.748047	-102.471970
21042.480469	-102.348610
21043.212891	-102.484337
21043.945312	-102.389450
21044.677734	-102.420532
21045.410156	-102.322464
21046.142578	-102.410881
21046.875000	-102.386108
21047.607422	-102.437668
21048.339844	-102.447975
21049.072266	-102.378006
21049.804688	-102.342110
21050.537109	-102.384140
21051.269531	-102.342995
21052.001953	-102.439346
21052.734375	-102.417740
21053.466797	-102.473511
21054.199219	-102.488373
21054.931641	-102.471062
21055.664062	-102.394272
21056.396484	-102.455688
21057.128906	-102.406708
21057.861328	-102.375000
21058.593750	-102.429512
21059.326172	-102.421112
21060.058594	-102.406151
21060.791016	-102.401909
21061.523438	-102.471916
21062.255859	-102.509155
21062.988281	-102.431496
21063.720703	-102.478050
21064.453125	-102.405212
21065.185547	-102.499733
21065.917969	-102.322609
21066.650391	-102.368469
21067.382812	-102.501152
21068.115234	-102.443405
21068.847656	-102.421165
21069.580078	-102.589287
21070.312500	-102.462677
21071.044922	-102.506172
21071.777344	-102.327072
21072.509766	-102.328468
21073.242188	-102.447014
21073.974609	-102.364853
21074.707031	-102.465981
21075.439453	-102.464081
21076.171875	-102.468033
21076.904297	-102.425964
21077.636719	-102.553993
21078.369141	-102.467964
21079.101562	-102.409218
21079.833984	-102.521988
21080.566406	-102.452263
21081.298828	-102.433395
21082.031250	-102.503471
21082.763672	-102.455101
21083.496094	-102.513000
21084.228516	-102.419006
21084.960938	-102.473640
21085.693359	-102.397461
21086.425781	-102.450180
21087.158203	-102.451241
21087.890625	-102.339966
21088.623047	-102.486900
21089.355469	-102.441895
21090.087891	-102.500824
21090.820312	-102.540039
21091.552734	-102.382545
21092.285156	-102.461685
21093.017578	-102.458244
21093.750000	-102.391556
21094.482422	-102.372414
21095.214844	-102.515381
21095.947266	-102.409309
21096.679688	-102.455856
21097.412109	-102.426514
21098.144531	-102.375984
21098.876953	-102.470612
21099.609375	-102.431641
21100.341797	-102.474892
21101.074219	-102.392776
21101.806641	-102.461899
21102.539062	-102.416023
21103.271484	-102.523064
21104.003906	-102.442024
21104.736328	-102.391655
21105.468750	-102.494392
21106.201172	-102.449341
21106.933594	-102.387711
21107.666016	-102.468788
21108.398438	-102.398239
21109.130859	-102.451576
21109.863281	-102.487381
21110.595703	-102.349609
21111.328125	-102.464828
21112.060547	-102.400772
21112.792969	-102.369835
21113.525391	-102.508949
21114.257812	-102.516777
21114.990234	-102.382057
21115.722656	-102.500664
21116.455078	-102.470863
21117.187500	-102.405937
21117.919922	-102.441505
21118.652344	-102.427277
21119.384766	-102.428185
21120.117188	-102.416985
21120.849609	-102.469933
21121.582031	-102.362480
21122.314453	-102.488564
21123.046875	-102.383598
21123.779297	-102.366165
21124.511719	-102.408592
21125.244141	-102.438095
21125.976562	-102.353157
21126.708984	-102.444054
21127.441406	-102.369530
21128.173828	-102.433350
21128.906250	-102.516815
21129.638672	-102.367554
21130.371094	-102.384476
21131.103516	-102.509979
21131.835938	-102.456352
21132.568359	-102.433990
21133.300781	-102.474724
21134.033203	-102.332878
21134.765625	-102.444046
21135.498047	-102.450684
21136.230469	-102.397949
21136.962891	-102.471931
21137.695312	-102.460098
21138.427734	-102.417465
21139.160156	-102.505951
21139.892578	-102.429741
21140.625000	-102.399742
21141.357422	-102.466034
21142.089844	-102.467552
21142.822266	-102.446877
21143.554688	-102.416206
21144.287109	-102.459106
21145.019531	-102.327591
21145.751953	-102.391190
21146.484375	-102.390610
21147.216797	-102.427986
21147.949219	-102.424370
21148.681641	-102.453979
21149.414062	-102.459816
21150.146484	-102.455444
21150.878906	-102.383781
21151.611328	-102.389366
21152.343750	-102.359505
21153.076172	-102.399544
21153.808594	-102.381271
21154.541016	-102.370842
21155.273438	-102.482651
21156.005859	-102.400772
21156.738281	-102.503311
21157.470703	-102.444511
21158.203125	-102.503281
21158.935547	-102.414528
21159.667969	-102.414627
21160.400391	-102.398781
21161.132812	-102.483559
21161.865234	-102.437820
21162.597656	-102.475014
21163.330078	-102.452881
21164.062500	-102.471275
21164.794922	-102.412758
21165.527344	-102.436295
21166.259766	-102.488724
21166.992188	-102.427429
21167.724609	-102.448944
21168.457031	-102.457039
21169.189453	-102.483040
21169.921875	-102.430611
21170.654297	-102.480919
21171.386719	-102.511948
21172.119141	-102.439522
21172.851562	-102.372612
21173.583984	-102.435089
21174.316406	-102.353844
21175.048828	-102.455238
21175.781250	-102.454430
21176.513672	-102.507286
21177.246094	-102.410652
21177.978516	-102.513206
21178.710938	-102.411118
21179.443359	-102.390015
21180.175781	-102.428566
21180.908203	-102.386124
21181.640625	-102.455269
21182.373047	-102.437286
21183.105469	-102.404602
21183.837891	-102.441910
21184.570312	-102.465714
21185.302734	-102.417694
21186.035156	-102.413628
21186.767578	-102.513916
21187.500000	-102.407829
21188.232422	-102.392464
21188.964844	-102.478027
21189.697266	-102.436462
21190.429688	-102.422226
21191.162109	-102.492577
21191.894531	-102.288063
21192.626953	-102.445389
21193.359375	-102.476562
21194.091797	-102.448624
21194.824219	-102.447281
21195.556641	-102.483887
21196.289062	-102.470322
21197.021484	-102.415833
21197.753906	-102.445107
21198.486328	-102.472809
21199.218750	-102.453934
21199.951172	-102.397514
21200.683594	-102.346222
21201.416016	-102.459496
21202.148438	-102.505569
21202.880859	-102.418533
21203.613281	-102.543106
21204.345703	-102.474960
21205.078125	-102.392662
21205.810547	-102.454773
21206.542969	-102.446480
21207.275391	-102.411682
21208.007812	-102.441261
21208.740234	-102.411758
21209.472656	-102.440819
21210.205078	-102.507156
21210.937500	-102.493149
21211.669922	-102.474648
21212.402344	-102.537140
21213.134766	-102.407944
21213.867188	-102.522720
21214.599609	-102.510475
21215.332031	-102.425926
21216.064453	-102.496056
21216.796875	-102.438072
21217.529297	-102.399376
21218.261719	-102.442650
21218.994141	-102.359901
21219.726562	-102.366966
21220.458984	-102.500381
21221.191406	-102.414536
21221.923828	-102.477638
21222.656250	-102.504875
21223.388672	-102.420448
21224.121094	-102.458443
21224.853516	-102.467110
21225.585938	-102.351517
21226.318359	-102.364929
21227.050781	-102.399826
21227.783203	-102.435684
21228.515625	-102.525963
21229.248047	-102.454636
21229.980469	-102.455055
21230.712891	-102.383156
21231.445312	-102.541214
21232.177734	-102.377579
21232.910156	-102.459099
21233.642578	-102.433960
21234.375000	-102.438210
21235.107422	-102.387627
21235.839844	-102.545471
21236.572266	-102.451340
21237.304688	-102.545898
21238.037109	-102.462234
21238.769531	-102.436462
21239.501953	-102.472511
21240.234375	-102.340073
21240.966797	-102.452835
21241.699219	-102.508804
21242.431641	-102.416672
21243.164062	-102.404549
21243.896484	-102.442574
21244.628906	-102.447701
21245.361328	-102.546326
21246.093750	-102.335403
21246.826172	-102.323601
21247.558594	-102.391663
21248.291016	-102.388435
21249.023438	-102.371437
21249.755859	-102.474304
21250.488281	-102.442589
21251.220703	-102.456177
21251.953125	-102.471970
21252.685547	-102.462036
21253.417969	-102.428101
21254.150391	-102.329926
21254.882812	-102.478836
21255.615234	-102.343758
21256.347656	-102.566147
21257.080078	-102.442207
21257.812500	-102.516655
21258.544922	-102.441078
21259.277344	-102.487617
21260.009766	-102.426399
21260.742188	-102.498405
21261.474609	-102.401833
21262.207031	-102.450630
21262.939453	-102.495186
21263.671875	-102.507889
21264.404297	-102.467155
21265.136719	-102.443024
21265.869141	-102.432442
21266.601562	-102.474648
21267.333984	-102.361816
21268.066406	-102.351196
21268.798828	-102.452751
21269.531250	-102.411621
21270.263672	-102.461090
21270.996094	-102.462097
21271.728516	-102.502319
21272.460938	-102.381119
21273.193359	-102.481560
21273.925781	-102.385368
21274.658203	-102.491814
21275.390625	-102.382607
21276.123047	-102.398140
21276.855469	-102.408997
21277.587891	-102.460953
21278.320312	-102.389786
21279.052734	-102.361382
21279.785156	-102.438049
21280.517578	-102.449181
21281.250000	-102.402306
21281.982422	-102.406219
21282.714844	-102.542923
21283.447266	-102.437523
21284.179688	-102.497253
21284.912109	-102.436417
21285.644531	-102.399086
21286.376953	-102.364349
21287.109375	-102.507576
21287.841797	-102.474609
21288.574219	-102.533340
21289.306641	-102.471718
21290.039062	-102.473351
21290.771484	-102.435478
21291.503906	-102.515198
21292.236328	-102.451355
21292.968750	-102.418053
21293.701172	-102.457832
21294.433594	-102.372536
21295.166016	-102.464966
21295.898438	-102.375977
21296.630859	-102.426239
21297.363281	-102.474915
21298.095703	-102.411179
21298.828125	-102.336014
21299.560547	-102.425934
21300.292969	-102.440598
21301.025391	-102.415207
21301.757812	-102.391434
21302.490234	-102.405350
21303.222656	-102.385193
21303.955078	-102.470055
21304.687500	-102.438690
21305.419922	-102.342461
21306.152344	-102.414711
21306.884766	-102.395760
21307.617188	-102.446068
21308.349609	-102.485794
21309.082031	-102.418602
21309.814453	-102.392494
21310.546875	-102.499557
21311.279297	-102.397125
21312.011719	-102.473328
21312.744141	-102.413704
21313.476562	-102.437866
21314.208984	-102.417320
21314.941406	-102.391953
21315.673828	-102.477226
21316.406250	-102.421860
21317.138672	-102.463097
21317.871094	-102.499832
21318.603516	-102.521324
21319.335938	-102.358772
21320.068359	-102.385521
21320.800781	-102.463081
21321.533203	-102.438675
21322.265625	-102.420601
21322.998047	-102.485313
21323.730469	-102.374458
21324.462891	-102.529602
21325.195312	-102.403496
21325.927734	-102.455620
21326.660156	-102.388580
21327.392578	-102.549500
21328.125000	-102.367081
21328.857422	-102.438828
21329.589844	-102.387985
21330.322266	-102.300476
21331.054688	-102.476341
21331.787109	-102.395691
21332.519531	-102.462151
21333.251953	-102.386505
21333.984375	-102.471245
21334.716797	-102.342209
21335.449219	-102.489548
21336.181641	-102.402679
21336.914062	-102.478943
21337.646484	-102.493187
21338.378906	-102.489273
21339.111328	-102.465736
21339.843750	-102.562592
21340.576172	-102.406532
21341.308594	-102.435463
21342.041016	-102.451408
21342.773438	-102.424416
21343.505859	-102.435623
21344.238281	-102.465401
21344.970703	-102.491013
21345.703125	-102.467766
21346.435547	-102.507317
21347.167969	-102.515343
21347.900391	-102.493080
21348.632812	-102.407257
21349.365234	-102.421753
21350.097656	-102.346779
21350.830078	-102.505272
21351.562500	-102.404358
21352.294922	-102.429924
21353.027344	-102.503830
21353.759766	-102.433296
21354.492188	-102.426910
21355.224609	-102.393837
21355.957031	-102.445999
21356.689453	-102.413239
21357.421875	-102.513992
21358.154297	-102.522057
21358.886719	-102.498184
21359.619141	-102.447227
21360.351562	-102.446259
21361.083984	-102.408310
21361.816406	-102.461807
21362.548828	-102.522842
21363.281250	-102.515839
21364.013672	-102.341171
21364.746094	-102.451408
21365.478516	-102.495583
21366.210938	-102.462151
21366.943359	-102.466866
21367.675781	-102.407654
21368.408203	-102.483597
21369.140625	-102.490852
21369.873047	-102.504784
21370.605469	-102.345619
21371.337891	-102.509361
21372.070312	-102.437073
21372.802734	-102.445572
21373.535156	-102.453178
21374.267578	-102.405533
21375.000000	-102.432213
21375.732422	-102.495796
21376.464844	-102.493538
21377.197266	-102.432190
21377.929688	-102.478485
21378.662109	-102.492401
21379.394531	-102.472618
21380.126953	-102.505013
21380.859375	-102.485031
21381.591797	-102.503883
21382.324219	-102.580750
21383.056641	-102.428703
21383.789062	-102.478180
21384.521484	-102.431511
21385.253906	-102.588890
21385.986328	-102.545296
21386.718750	-102.503342
21387.451172	-102.439247
21388.183594	-102.493408
21388.916016	-102.546494
21389.648438	-102.481445
21390.380859	-102.516418
21391.113281	-102.521088
21391.845703	-102.516190
21392.578125	-102.433807
21393.310547	-102.501724
21394.042969	-102.443016
21394.775391	-102.467827
21395.507812	-102.498444
21396.240234	-102.428848
21396.972656	-102.498283
21397.705078	-102.492126
21398.437500	-102.546181
21399.169922	-102.479919
21399.902344	-102.489395
21400.634766	-102.416763
21401.367188	-102.438812
21402.099609	-102.468651
21402.832031	-102.389465
21403.564453	-102.504135
21404.296875	-102.489861
21405.029297	-102.479591
21405.761719	-102.420189
21406.494141	-102.511665
21407.226562	-102.432320
21407.958984	-102.394264
21408.691406	-102.456863
21409.423828	-102.436607
21410.156250	-102.442757
21410.888672	-102.564384
21411.621094	-102.543785
21412.353516	-102.506859
21413.085938	-102.445831
21413.818359	-102.459854
21414.550781	-102.447487
21415.283203	-102.415428
21416.015625	-102.427017
21416.748047	-102.454575
21417.480469	-102.514053
21418.212891	-102.506989
21418.945312	-102.459274
21419.677734	-102.564835
21420.410156	-102.409760
21421.142578	-102.438164
21421.875000	-102.461121
21422.607422	-102.474251
21423.339844	-102.425278
21424.072266	-102.443436
21424.804688	-102.581413
21425.537109	-102.479523
21426.269531	-102.524353
21427.001953	-102.368988
21427.734375	-102.400948
21428.466797	-102.349899
21429.199219	-102.435524
21429.931641	-102.509346
21430.664062	-102.379631
21431.396484	-102.499062
21432.128906	-102.546036
21432.861328	-102.509811
21433.593750	-102.469025
21434.326172	-102.400940
21435.058594	-102.380684
21435.791016	-102.432533
21436.523438	-102.396065
21437.255859	-102.483864
21437.988281	-102.565155
21438.720703	-102.426117
21439.453125	-102.506279
21440.185547	-102.464752
21440.917969	-102.527245
21441.650391	-102.487564
21442.382812	-102.462776
21443.115234	-102.434120
21443.847656	-102.501801
21444.580078	-102.479866
21445.312500	-102.482986
21446.044922	-102.503716
21446.777344	-102.548767
21447.509766	-102.501122
21448.242188	-102.479500
21448.974609	-102.496941
21449.707031	-102.366104
21450.439453	-102.507690
21451.171875	-102.597244
21451.904297	-102.433083
21452.636719	-102.508011
21453.369141	-102.477608
21454.101562	-102.424805
21454.833984	-102.519753
21455.566406	-102.409721
21456.298828	-102.417953
21457.031250	-102.427277
21457.763672	-102.560211
21458.496094	-102.357918
21459.228516	-102.435005
21459.960938	-102.409096
21460.693359	-102.515388
21461.425781	-102.427719
21462.158203	-102.495918
21462.890625	-102.403969
21463.623047	-102.413567
21464.355469	-102.440117
21465.087891	-102.480331
21465.820312	-102.452049
21466.552734	-102.501038
21467.285156	-102.581619
21468.017578	-102.479515
21468.750000	-102.488190
21469.482422	-102.478012
21470.214844	-102.448944
21470.947266	-102.449203
21471.679688	-102.478630
21472.412109	-102.384560
21473.144531	-102.520485
21473.876953	-102.527763
21474.609375	-102.490036
21475.341797	-102.428352
21476.074219	-102.569176
21476.806641	-102.505318
21477.539062	-102.467728
21478.271484	-102.534332
21479.003906	-102.430626
21479.736328	-102.442421
21480.468750	-102.464142
21481.201172	-102.459381
21481.933594	-102.491661
21482.666016	-102.406052
21483.398438	-102.396217
21484.130859	-102.460640
21484.863281	-102.461067
21485.595703	-102.404144
21486.328125	-102.436737
21487.060547	-102.437599
